time,currency,title,priority,actual,forecast,previous
"2019-03-06T13:30:00","usd","USD Trade Balance (DEC)","Medium","-$59.8B","-$57.9b","-$50.3b"
"2019-03-06T15:00:00","cad","CAD Bank of Canada Rate Decision (MAR 06)","High","1.75%","1.75%","1.75%"
"2019-03-06T15:00:00","cad","CAD Ivey Purchasing Managers Index s.a. (FEB)","Low","50.6","","54.7"
"2019-03-06T15:30:00","usd","USD DOE U.S. Crude Oil Inventories (MAR 01)","Medium","7069k","1450k","-8647k"
"2019-03-06T15:30:00","usd","USD DOE Cushing OK Crude Inventory (MAR 01)","Low","873k","","1628k"
"2019-03-06T15:30:00","usd","USD DOE U.S. Gasoline Inventories (MAR 01)","Low","-4227k","-1625k","-1906k"
"2019-03-06T15:30:00","usd","USD DOE U.S. Distillate Inventory (MAR 01)","Low","-2393k","-1000k","-304k"
"2019-03-06T17:00:00","usd","USD Fed’s Williams Speaks to Economic Club of New York","Low","","",""
"2019-03-06T17:00:00","usd","USD Fed's Mester Participates in Moderated Discussion","Low","","",""
"2019-03-06T17:30:00","gbp","GBP BOE's Saunders Speaks in London.","Low","","",""
"2019-03-06T19:00:00","usd","USD U.S. Federal Reserve Releases Beige Book","Medium","","",""
"2019-03-06T21:30:00","aud","AUD AiG Performance of Construction Index (FEB)","Medium","43.8","","43.1"
"2019-03-06T23:50:00","jpy","JPY Official Reserve Assets (FEB)","Low","1281.8B","","$1279.3b"
"2019-03-06T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (MAR 01)","Low","¥453.1b","","¥1021.4b"
"2019-03-06T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (MAR 01)","Low","-¥1.6b","","-¥200.8b"
"2019-03-06T23:50:00","jpy","JPY Foreign Buying Japan Bonds (MAR 01)","Low","¥1025.8b","","¥317.2b"
"2019-03-06T23:50:00","jpy","JPY Foreign Buying Japan Stocks (MAR 01)","Low","-¥341.3b","","-¥14.2b"
"2019-03-07T00:30:00","aud","AUD Trade Balance (JAN)","Medium","A$4549m","A$2900m","A$3769m"
"2019-03-07T00:30:00","aud","AUD Retail Sales (MoM) (JAN)","Low","0.1%","0.30%","-0.40%"
"2019-03-07T04:03:00","jpy","JPY Tokyo Avg Office Vacancies (FEB)","Low","1.78","","1.82"
"2019-03-07T05:00:00","jpy","JPY Leading Index CI (JAN P)","Medium","95.9","96.1","97.5"
"2019-03-07T05:00:00","jpy","JPY Coincident Index (JAN P)","Medium","97.9","98.9","101.8"
"2019-03-07T05:30:00","aud","AUD Foreign Reserves (Australian dollar) (FEB)","Low","A$68.5b","","A$61.3b"
"2019-03-07T06:45:00","chf","CHF Unemployment Rate (FEB)","Medium","2.70%","2.70%","2.80%"
"2019-03-07T06:45:00","chf","CHF Unemployment Rate s.a. (FEB)","Medium","2.40%","2.40%","2.40%"
"2019-03-07T08:00:00","chf","CHF Foreign Currency Reserves (FEB)","Low","738.8b","","741.5b"
"2019-03-07T08:30:00","cny","CNY Foreign Reserves (FEB)","Low","$3090.18b","$3087.90b","$3087.92b"
"2019-03-07T08:30:00","gbp","GBP Halifax House Prices (MoM) (FEB)","Low","5.90%","0.10%","-3.00%"
"2019-03-07T08:30:00","gbp","GBP Halifax House Price 3Mths/Year (FEB)","Low","2.80%","1.00%","0.80%"
"2019-03-07T09:30:00","gbp","GBP BOE's Tenreyro Speaks in Glasgow.","Low","","",""
"2019-03-07T10:00:00","eur","EUR Euro-Zone Employment (QoQ) (4Q F)","Low","0.30%","","0.30%"
"2019-03-07T10:00:00","eur","EUR Euro-Zone Employment (YoY) (4Q F)","Low","1.30%","","1.20%"
"2019-03-07T10:00:00","eur","EUR Euro-Zone Gross Domestic Product s.a. (QoQ) (4Q F)","Low","0.20%","0.20%","0.20%"
"2019-03-07T10:00:00","eur","EUR Euro-Zone Gross Domestic Product s.a. (YoY) (4Q F)","Medium","1.10%","1.20%","1.20%"
"2019-03-07T12:30:00","usd","USD Challenger Job Cuts (YoY) (FEB)","Low","117.2%","","18.70%"
"2019-03-07T12:45:00","eur","EUR European Central Bank Rate Decision (MAR 07)","High","0.00%","0.00%","0.00%"
"2019-03-07T12:45:00","eur","EUR ECB Marginal Lending Facility (MAR 07)","High","0.25%","0.25%","0.25%"
"2019-03-07T12:45:00","eur","EUR ECB Deposit Facility Rate (MAR 07)","High","-0.40%","-0.40%","-0.40%"
"2019-03-07T13:30:00","eur","EUR ECB's Draghi Speaks in Frankfurt After Policy Decision","High","","",""
"2019-03-07T13:30:00","cad","CAD Building Permits (MoM) (JAN)","Medium","-5.5%","-5.0%","6.4%"
"2019-03-07T13:30:00","usd","USD Initial Jobless Claims (MAR 02)","Medium","223k","225k","226k"
"2019-03-07T13:30:00","usd","USD Continuing Claims (FEB 23)","Medium","1755k","1772k","1805k"
"2019-03-07T13:30:00","usd","USD Nonfarm Productivity (4Q F)","Low","1.9%","1.5%","1.8%"
"2019-03-07T13:30:00","usd","USD Unit Labor Costs (4Q F)","Low","2.0%","1.70%","1.6%"
"2019-03-07T14:00:00","mxn","MXN CPI (YoY) (FEB)","High","3.94%","3.95%","4.37%"
"2019-03-07T14:00:00","mxn","MXN CPI (MoM) (FEB)","Medium","-0.03%","-0.02%","0.09%"
"2019-03-07T14:00:00","mxn","MXN CPI Core (MoM) (FEB)","Medium","0.43%","0.41%","0.20%"
"2019-03-07T14:00:00","mxn","MXN Bi-Weekly CPI (YoY) (FEB 28)","Medium","3.99%","4.00%","3.89%"
"2019-03-07T14:00:00","mxn","MXN Bi-Weekly CPI (FEB 28)","Medium","0.14%","0.15%","-0.10%"
"2019-03-07T14:00:00","mxn","MXN Bi-Weekly Core CPI (FEB 28)","Medium","0.19%","0.14%","0.26%"
"2019-03-07T15:30:00","usd","USD EIA Working Natural Gas Implied Flow (MAR 01)","Low","-149","-145","-166"
"2019-03-07T15:30:00","usd","USD EIA Natural Gas Storage Change (MAR 01)","Low","-149","-145","-166"
"2019-03-07T16:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2019-03-07T16:30:00","usd","USD U.S. to Sell 8-Week Bills","Low","","",""
"2019-03-07T17:00:00","usd","USD Household Change in Net Worth (4Q)","Low","-$3730b","","$1833b"
"2019-03-07T17:00:00","cad","CAD Bank of Canada's Lynn Patterson speech in Hamilton","Low","","",""
"2019-03-07T17:15:00","usd","USD Fed's Brainard Speaks on Economy and Monetary Policy Outlook","Low","","",""
"2019-03-07T20:00:00","usd","USD Consumer Credit (JAN)","Medium","$17.049b","$17.000b","$16.554b"
"2019-03-07T21:45:00","nzd","NZD Manufacturing Activity Volume (QoQ) (4Q)","Low","2.00%","","-1.60%"
"2019-03-07T21:45:00","nzd","NZD Manufacturing Activity (4Q)","Low","-0.50%","","2.00%"
"2019-03-07T21:45:00","nzd","NZD Volume of All Buildings SA (QoQ) (4Q)","Low","2.70%","1.00%","0.70%"
"2019-03-07T23:30:00","jpy","JPY Overall Household Spending (YoY) (JAN)","Medium","2.0%","-0.50%","0.10%"
"2019-03-07T23:50:00","jpy","JPY Gross Domestic Product s.a. (QoQ) (4Q F)","Low","0.50%","0.40%","0.30%"
"2019-03-07T23:50:00","jpy","JPY Gross Domestic Product Annualized s.a. (QoQ) (4Q F)","Medium","1.90%","1.70%","1.40%"
"2019-03-07T23:50:00","jpy","JPY Nominal Gross Domestic Product (QoQ) (4Q F)","Low","0.40%","0.30%","0.30%"
"2019-03-07T23:50:00","jpy","JPY Gross Domestic Product Deflator (YoY) (4Q F)","Low","-0.30%","-0.30%","-0.30%"
"2019-03-07T23:50:00","jpy","JPY Gross Domestic Product Private Consumption (QoQ) (4Q F)","Low","0.40%","0.60%","0.60%"
"2019-03-07T23:50:00","jpy","JPY GDP Business Spending (QoQ) (4Q F)","Low","2.70%","2.70%","2.40%"
"2019-03-07T23:50:00","jpy","JPY BoP Current Account Balance (JAN)","Low","¥600.4b","¥161.0b","¥452.8b"
"2019-03-07T23:50:00","jpy","JPY Trade Balance - BOP Basis (Yen) (JAN P)","Medium","-¥964.8b","-¥1113.1b","¥216.2b"
"2019-03-07T23:50:00","jpy","JPY Adjusted Current Account Total (Yen) (JAN P)","Low","¥600.4b","¥1374.9b","¥1562.3b"
"2019-03-07T23:50:00","jpy","JPY Bank Lending incl Trusts (YoY) (FEB)","Medium","2.3%","","2.40%"
"2019-03-07T23:50:00","jpy","JPY Bank Lending Ex-Trusts (YoY) (FEB)","Medium","2.4%","","2.40%"
"2019-03-08T01:10:00","jpy","JPY BOJ Outright Bond Purchase 3~5 Years","Low","","",""
"2019-03-08T01:10:00","jpy","JPY BOJ Outright Bond Purchase 1~3 Years","Low","","",""
"2019-03-08T03:16:00","cny","CNY Trade Balance CNY (FEB)","Medium","34.46b","250.00b","271.16b"
"2019-03-08T03:16:00","cny","CNY Exports (YoY) CNY (FEB)","Low","-16.60%","6.60%","13.90%"
"2019-03-08T03:16:00","cny","CNY Imports (YoY) CNY (FEB)","Low","-0.30%","6.20%","2.90%"
"2019-03-08T03:16:00","cny","CNY Trade Balance (FEB)","Medium","$4.12b","$26.20b","$39.16b"
"2019-03-08T03:16:00","cny","CNY Exports (YoY) (FEB)","Low","-20.70%","-5.00%","9.10%"
"2019-03-08T03:16:00","cny","CNY Imports (YoY) (FEB)","Low","-5.20%","-0.60%","-1.50%"
"2019-03-08T04:30:00","jpy","JPY Bankruptcies (YoY) (FEB)","Medium","-4.53%","","4.88%"
"2019-03-08T05:00:00","jpy","JPY Eco Watchers Survey Current (FEB)","Medium","47.5","46.2","45.6"
"2019-03-08T05:00:00","jpy","JPY Eco Watchers Survey Outlook SA (FEB)","Medium","48.9","49.8","49.4"
"2019-03-08T07:00:00","eur","EUR German Factory Orders (MoM) (JAN)","Low","-2.6%","0.50%","-1.60%"
"2019-03-08T07:00:00","eur","EUR German Factory Orders n.s.a. (YoY) (JAN)","Medium","-3.9%","-3.10%","-7.00%"
"2019-03-08T13:15:00","cad","CAD Housing Starts (FEB)","Medium","173.1K","203.5k","208.0k"
"2019-03-08T13:30:00","cad","CAD Net Change in Employment (FEB)","High","55.9k","-2.5k","66.8k"
"2019-03-08T13:30:00","cad","CAD Unemployment Rate (FEB)","High","5.80%","5.80%","5.80%"
"2019-03-08T13:30:00","cad","CAD Hourly Wage Rate Permanent Employees (YoY) (FEB)","Medium","1.70%","1.90%","1.80%"
"2019-03-08T13:30:00","cad","CAD Participation Rate (FEB)","Low","65.8","65.5","65.6"
"2019-03-08T13:30:00","cad","CAD Full Time Employment Change (FEB)","Medium","67.4","0.8","30.9"
"2019-03-08T13:30:00","cad","CAD Part Time Employment Change (FEB)","Low","-11.6","-5.7","36"
"2019-03-08T13:30:00","cad","CAD Capacity Utilization Rate (4Q)","Low","81.70%","82.10%","82.60%"
"2019-03-08T13:30:00","usd","USD Housing Starts (MoM) (JAN)","Medium","18.60%","9.90%","-11.20%"
"2019-03-08T13:30:00","usd","USD Building Permits (MoM) (JAN)","Medium","1.40%","-2.90%","0.30%"
"2019-03-08T13:30:00","usd","USD Building Permits (JAN)","Low","1345k","1287k","1326k"
"2019-03-08T13:30:00","usd","USD Housing Starts (JAN)","Low","1230k","1184k","1037k"
"2019-03-08T13:30:00","usd","USD Change in Non-farm Payrolls (FEB)","High","20K","180k","311k"
"2019-03-08T13:30:00","usd","USD Two-Month Payroll Net Revision (FEB)","Low","12k","",""
"2019-03-08T13:30:00","usd","USD Change in Private Payrolls (FEB)","Medium","25K","187k","308k"
"2019-03-08T13:30:00","usd","USD Change in Manufact. Payrolls (FEB)","Low","4K","10k","21k"
"2019-03-08T13:30:00","usd","USD Unemployment Rate (FEB)","High","3.80%","3.90%","4.00%"
"2019-03-08T13:30:00","usd","USD Average Hourly Earnings (MoM) (FEB)","Low","0.40%","0.30%","0.10%"
"2019-03-08T13:30:00","usd","USD Average Hourly Earnings (YoY) (FEB)","Medium","3.40%","3.30%","3.10%"
"2019-03-08T13:30:00","usd","USD Average Weekly Hours All Employees (FEB)","Medium","34.4","34.5","34.5"
"2019-03-08T13:30:00","usd","USD Labor Force Participation Rate (FEB)","Low","63.20%","","63.20%"
"2019-03-08T13:30:00","usd","USD Underemployment Rate (FEB)","Low","7.30%","","8.10%"
"2019-03-08T18:00:00","usd","USD Baker Hughes U.S. Rig Count (MAR 08)","Medium","1027","1035","1038"
"2019-03-09T01:30:00","cny","CNY Consumer Price Index (YoY) (FEB)","High","1.50%","1.50%","1.70%"
"2019-03-09T01:30:00","cny","CNY Producer Price Index (YoY) (FEB)","Medium","0.10%","0.20%","0.10%"
"2019-03-09T03:00:00","usd","USD Powell Discusses Monetary Policy Normalization and Review","High","","",""
"2019-02-24T21:45:00","nzd","NZD Retail Sales Ex Inflation (QoQ) (4Q)","Medium","1.7%","0.50%","0.03%"
"2019-02-24T23:50:00","jpy","JPY Corporate Service Price (YoY) (JAN)","Low","1.1%","1.10%","1.10%"
"2019-02-25T05:00:00","jpy","JPY Coincident Index (DEC F)","Low","101.8","","102.3"
"2019-02-25T05:00:00","jpy","JPY Leading Index CI (DEC F)","Low","97.5","","97.9"
"2019-02-25T09:00:00","chf","CHF Total Sight Deposits CHF (FEB 22)","Low","576.54b","","576.3b"
"2019-02-25T09:00:00","chf","CHF Domestic Sight Deposits CHF (FEB 22)","Low","493.58b","","492.7b"
"2019-02-25T10:00:00","gbp","GBP BOE's Carney, FCA's Bailey, U.S.'s Giancario Press Conference","High","","",""
"2019-02-25T13:30:00","usd","USD Chicago Fed Nat Activity Index (JAN)","Low","-0.43","","0.27"
"2019-02-25T14:00:00","mxn","MXN Economic Activity IGAE (YoY) (DEC)","Medium","0.04%","0.44%","1.77%"
"2019-02-25T14:00:00","mxn","MXN GDP Full Year (YoY) (2018)","Medium","2%","","2%"
"2019-02-25T15:00:00","usd","USD Wholesale Inventories (MoM) (DEC P)","Medium","1.10%","0.40%","0.40%"
"2019-02-25T15:00:00","usd","USD Wholesale Trade Sales (MoM) (DEC)","Low","-1.0%","-0.3%","-1.2%"
"2019-02-25T15:30:00","usd","USD Dallas Fed Manufacturing Activity (FEB)","Low","13.1","4.8","1.0"
"2019-02-25T16:00:00","usd","USD Fed’s Clarida Speaks with Community Leaders in Dallas","Low","","",""
"2019-02-25T16:30:00","usd","USD U.S. to Sell USD39 Bln 6-Month Bills","Low","","",""
"2019-02-25T16:30:00","usd","USD U.S. to Sell USD40 Bln 2-Year Notes","Low","","",""
"2019-02-25T18:00:00","usd","USD U.S. to Sell USD48 Bln 3-Month Bills","Low","","",""
"2019-02-25T18:00:00","usd","USD U.S. to Sell USD41 Bln Sell 5-Year Notes","Low","","",""
"2019-02-25T22:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (FEB 24)","Low","114.1","","115.2"
"2019-02-25T23:30:00","nzd","NZD RBNZ Deputy Governor Bascand speaks on Bank Capital Review","Low","","",""
"2019-02-26T07:00:00","eur","EUR German GfK Consumer Confidence (MAR)","Medium","10.8","10.8","10.8"
"2019-02-26T09:30:00","gbp","GBP BBA Loans for House Purchase (JAN)","Medium","40634","38441","39350"
"2019-02-26T09:30:00","eur","EUR ECB's Lane speaks in Brussels","Low","","",""
"2019-02-26T10:00:00","gbp","GBP BOE's Carney, Ramsden, Vlieghe, Haskel at Parliament Committee","High","","",""
"2019-02-26T13:30:00","usd","USD Housing Starts (DEC)","Low","1078k","1256k","1214k"
"2019-02-26T13:30:00","usd","USD Building Permits (DEC)","Low","1326k","1290k","1322k"
"2019-02-26T13:30:00","usd","USD Housing Starts (MoM) (DEC)","Medium","-11.2%","-0.1%","0.4%"
"2019-02-26T13:30:00","usd","USD Building Permits (MoM) (DEC)","Medium","0.3%","-2.6%","4.5%"
"2019-02-26T14:00:00","usd","USD House Price Purchase Index (QoQ) (4Q)","Medium","1.10%","","1.30%"
"2019-02-26T14:00:00","usd","USD House Price Index (MoM) (DEC)","Medium","0.3%","0.40%","0.40%"
"2019-02-26T14:00:00","usd","USD S&P CoreLogic CS 20-City (MoM) SA (DEC)","Medium","0.19%","0.30%","0.25%"
"2019-02-26T14:00:00","usd","USD S&P/Case-Shiller Composite-20 (YoY) (DEC)","Medium","4.18%","4.50%","4.58%"
"2019-02-26T14:00:00","usd","USD S&P/Case-Shiller 20-City Index n.s.a (DEC)","Low","212.96","","213.45"
"2019-02-26T14:00:00","usd","USD S&P/Case-Shiller US Home Price Index (YoY) (DEC)","Medium","4.72%","","5.09%"
"2019-02-26T14:00:00","usd","USD S&P/Case-Shiller US Home Price Index (DEC)","Low","212.96","","205.64"
"2019-02-26T15:00:00","usd","USD Richmond Fed Manufact. Index (FEB)","Low","12","6","-2"
"2019-02-26T15:00:00","usd","USD Powell testifies Before Senate Banking Panel","High","","",""
"2019-02-26T15:00:00","usd","USD Consumer Confidence Index (FEB)","High","131.4","124.9","121.7"
"2019-02-26T15:00:00","usd","USD Conf. Board Present Situation (FEB)","Medium","173.5","","170.2"
"2019-02-26T15:00:00","usd","USD Conf. Board Expectations (FEB)","Low","103.4","","89.4"
"2019-02-26T16:30:00","usd","USD U.S. to Sell USD26 Bln 52-Week Bills","Low","","",""
"2019-02-26T18:00:00","usd","USD U.S. to Sell USD32 Bln 7-Year Notes","Low","","",""
"2019-02-26T21:45:00","nzd","NZD Trade Balance (JAN)","Medium","-914m","-300m","264m"
"2019-02-26T21:45:00","nzd","NZD Exports (JAN)","Low","4.40b","4.80b","5.48b"
"2019-02-26T21:45:00","nzd","NZD Imports (JAN)","Low","5.32b","5.00b","5.22b"
"2019-02-26T21:45:00","nzd","NZD Trade Balance 12 Mth YTD (JAN)","Medium","-6358m","-5496m","-5858m"
"2019-02-27T00:00:00","usd","USD First Day of Trump-Kim Summit in Hanoi, Vietnam","High","","",""
"2019-02-27T00:01:00","gbp","GBP BRC Shop Price Index (YoY) (FEB)","Low","0.70%","0.30%","0.40%"
"2019-02-27T00:30:00","aud","AUD Construction Work Done (4Q)","Low","-3.1%","0.50%","-2.80%"
"2019-02-27T01:10:00","jpy","JPY BOJ Outright Bond Purchase 3~5 Years","Low","","",""
"2019-02-27T01:10:00","jpy","JPY BOJ Outright Bond Purchase 1~3 Years","Low","","",""
"2019-02-27T01:10:00","jpy","JPY BOJ Outright Bond Purchase 5~10 Years","Low","","",""
"2019-02-27T01:30:00","jpy","JPY BOJ Kataoka makes a speech in Takamatsu","Low","","",""
"2019-02-27T09:00:00","eur","EUR Euro-Zone M3 Money Supply (YoY) (JAN)","Low","3.80%","4.00%","4.10%"
"2019-02-27T09:00:00","chf","CHF Credit Suisse Survey Expectations (FEB)","Low","-16.6","","-44"
"2019-02-27T10:00:00","eur","EUR Euro-Zone Economic Confidence (FEB)","Low","106.1","106.0","106.2"
"2019-02-27T10:00:00","eur","EUR Euro-Zone Business Climate Indicator (FEB)","Low","0.69","0.67","0.69"
"2019-02-27T10:00:00","eur","EUR Euro-Zone Industrial Confidence (FEB)","Low","-0.4","0.1","0.5"
"2019-02-27T10:00:00","eur","EUR Euro-Zone Services Confidence (FEB)","Low","12.1","11","11"
"2019-02-27T10:00:00","eur","EUR Euro-Zone Consumer Confidence (FEB F)","Low","-7.4","-7.4","-7.4"
"2019-02-27T12:00:00","usd","USD MBA Mortgage Applications (FEB 22)","Medium","5.30%","","3.60%"
"2019-02-27T13:30:00","cad","CAD Consumer Price Index n.s.a. (MoM) (JAN)","Medium","0.1%","0.10%","-0.10%"
"2019-02-27T13:30:00","cad","CAD Consumer Price Index (YoY) (JAN)","High","1.40%","1.40%","2.00%"
"2019-02-27T13:30:00","cad","CAD Consumer Price Index (JAN)","Low","133.6","133.6","133.4"
"2019-02-27T13:30:00","cad","CAD Consumer Price Index Core (YoY) (JAN)","Low","1.90%","1.90%","1.90%"
"2019-02-27T13:30:00","cad","CAD CPI Core- Median (YoY) (JAN)","Low","1.80%","1.80%","1.80%"
"2019-02-27T13:30:00","cad","CAD CPI Core- Trim (YoY) (JAN)","Low","1.90%","1.90%","1.90%"
"2019-02-27T13:30:00","usd","USD Advance Goods Trade Balance (DEC)","High","-$79.5b","-$73.6b","-$70.5b"
"2019-02-27T13:30:00","usd","USD Retail Inventories (MoM) (DEC)","Low","1.0%","","0.7%"
"2019-02-27T13:30:00","usd","USD Wholesale Inventories (MoM) (DEC F)","Low","1.10%","0.40%","1.10%"
"2019-02-27T14:45:00","usd","USD Powell to deliver Semi-Annual Testimony to House Panel","High","","",""
"2019-02-27T15:00:00","usd","USD Pending Home Sales (MoM) (JAN)","Low","4.60%","0.80%","-2.30%"
"2019-02-27T15:00:00","usd","USD Pending Home Sales (YoY) (JAN)","Medium","-3.20%","-4.60%","-9.50%"
"2019-02-27T15:00:00","usd","USD Factory Orders (DEC)","Medium","0.10%","0.80%","-0.60%"
"2019-02-27T15:00:00","usd","USD Factory Orders Ex Trans (DEC)","Low","-0.6%","","-1.30%"
"2019-02-27T15:00:00","usd","USD Durable Goods Orders (DEC F)","Medium","1.20%","","1.20%"
"2019-02-27T15:00:00","usd","USD Durables Ex Transportation (DEC F)","Low","0.10%","","0.10%"
"2019-02-27T15:00:00","usd","USD Cap Goods Orders Nondef Ex Air (DEC F)","Low","-1.0%","","-0.70%"
"2019-02-27T15:00:00","usd","USD Cap Goods Ship Nondef Ex Air (DEC F)","Low","0.0%","","0.50%"
"2019-02-27T15:30:00","usd","USD DOE U.S. Crude Oil Inventories (FEB 22)","Medium","-8647k","3000k","3672k"
"2019-02-27T15:30:00","usd","USD DOE Cushing OK Crude Inventory (FEB 22)","Low","1628k","","3413k"
"2019-02-27T15:30:00","usd","USD DOE U.S. Gasoline Inventories (FEB 22)","Low","-1906k","-1250k","-1454k"
"2019-02-27T15:30:00","usd","USD DOE U.S. Distillate Inventory (FEB 22)","Low","-304k","-2000k","-1517k"
"2019-02-27T23:50:00","jpy","JPY Industrial Production (MoM) (JAN P)","Low","-3.70%","-2.50%","-0.10%"
"2019-02-27T23:50:00","jpy","JPY Industrial Production (YoY) (JAN P)","Medium","0.00%","1.30%","-1.90%"
"2019-02-27T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (FEB 22)","Low","¥1014.9b","","¥196.2b"
"2019-02-27T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (FEB 22)","Low","-¥200.4b","","-¥59.1b"
"2019-02-27T23:50:00","jpy","JPY Foreign Buying Japan Bonds (FEB 22)","Low","¥317.2b","","¥84.3b"
"2019-02-27T23:50:00","jpy","JPY Retail Trade (YoY) (JAN)","Medium","0.60%","1.40%","1.30%"
"2019-02-27T23:50:00","jpy","JPY Foreign Buying Japan Stocks (FEB 22)","Low","-¥15.2b","","-¥53.3b"
"2019-02-27T23:50:00","jpy","JPY Retail Trade s.a. (MoM) (JAN P)","Low","-2.30%","-0.80%","0.90%"
"2019-02-27T23:50:00","jpy","JPY Large Retailers' Sales (JAN)","Medium","-3.30%","-1.80%","-1.00%"
"2019-02-28T00:00:00","usd","USD Second Day of Trump-Kim Summit in Hanoi, Vietnam","High","","",""
"2019-02-28T00:00:00","nzd","NZD ANZ Activity Outlook (FEB)","Medium","10.5","","13.6"
"2019-02-28T00:00:00","nzd","NZD ANZ Business Confidence (FEB)","Low","-30.9","","-24.1"
"2019-02-28T00:01:00","gbp","GBP GfK Consumer Confidence (FEB)","Medium","-13","-15","-14"
"2019-02-28T00:01:00","gbp","GBP Lloyds Business Barometer (FEB)","Low","4","","19"
"2019-02-28T00:30:00","aud","AUD Private Capital Expenditure (4Q)","Medium","2.00%","1.00%","-0.50%"
"2019-02-28T00:30:00","aud","AUD Private Sector Credit (MoM) (JAN)","Low","0.20%","0.30%","0.20%"
"2019-02-28T00:30:00","aud","AUD Private Sector Credit (YoY) (JAN)","Medium","4.30%","4.30%","4.40%"
"2019-02-28T01:00:00","cny","CNY Composite PMI (FEB)","Medium","52.4","","53.2"
