time,currency,title,priority,actual,forecast,previous
"2015-11-30T13:00:00","eur","EUR German Consumer Price Index - EU Harmonised (MoM) (NOV P)","Medium","0.1%","0.1%","0.0%"
"2015-11-30T13:00:00","eur","EUR German Consumer Price Index - EU Harmonised (YoY) (NOV P)","High","0.3%","0.3%","0.2%"
"2015-11-30T13:30:00","cad","CAD Current Account (BoP) (Canadian dollar) (3Q)","Low","-$16.21b","-$15.15b","-$16.57b"
"2015-11-30T14:00:00","usd","USD NAPM-Milwaukee (NOV)","Low","45.34","48","46.66"
"2015-11-30T14:45:00","usd","USD Chicago Purchasing Manager (NOV)","Low","48.7","54","56.2"
"2015-11-30T15:00:00","usd","USD Pending Home Sales (MoM) (OCT)","Low","0.2%","1.0%","-1.6%"
"2015-11-30T15:00:00","usd","USD Pending Home Sales (YoY) (OCT)","Medium","2.1%","4.5%","3.2%"
"2015-11-30T15:30:00","usd","USD Dallas Fed Manufacturing Activity (NOV)","Low","-4.9","-10","-12.7"
"2015-11-30T21:45:00","nzd","NZD Terms of Trade Index (QoQ) (3Q)","Low","-3.7%","-2.6%","1.5%"
"2015-11-30T22:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (NOV 29)","Medium","112.8","","114.5"
"2015-11-30T22:30:00","aud","AUD AiG Performance of Manufacturing Index (NOV)","Medium","52.5","","50.2"
"2015-11-30T23:00:00","aud","AUD CoreLogic RP Data House Px (MoM) (NOV)","Low","-1.5%","","0.2%"
"2015-11-30T23:00:00","nzd","NZD QV House Prices (YoY) (NOV)","Low","15.0%","","14.0%"
"2015-11-30T23:50:00","jpy","JPY Capital Spending (3Q)","Medium","11.2%","2.2%","5.6%"
"2015-11-30T23:50:00","jpy","JPY Capital Spending excl Software (3Q)","Medium","11.2%","1.7%","6.6%"
"2015-11-30T23:50:00","jpy","JPY Company Profits (3Q)","Low","9.0%","","23.8%"
"2015-11-30T23:50:00","jpy","JPY Company Sales (3Q)","Low","0.1%","","1.1%"
"2015-12-01T00:30:00","aud","AUD Net Exports of GDP (3Q)","Low","1.5","1.2","-0.6"
"2015-12-01T00:30:00","aud","AUD Current Account Balance (Australian Dollar) (3Q)","Low","-18.1b","-16.5b","-20.5b"
"2015-12-01T00:30:00","aud","AUD Building Approvals (MoM) (OCT)","Low","3.9%","-2.5%","2.3%"
"2015-12-01T00:30:00","aud","AUD Building Approvals (YoY) (OCT)","Low","12.3%","5.7%","22.0%"
"2015-12-01T01:00:00","cny","CNY Manufacturing PMI (NOV)","High","49.6","49.8","49.8"
"2015-12-01T01:00:00","cny","CNY Non-manufacturing PMI (NOV)","High","53.6","","53.1"
"2015-12-01T01:35:00","jpy","JPY Nikkei Japan PMI Mfg (NOV F)","Low","52.6","","52.8"
"2015-12-01T01:45:00","cny","CNY Caixin China PMI Mfg (NOV)","Medium","48.6","48.3","48.3"
"2015-12-01T03:30:00","aud","AUD Reserve Bank of Australia Rate Decision (DEC 1)","High","2.00%","2.00%","2.00%"
"2015-12-01T05:00:00","jpy","JPY Vehicle Sales (YoY) (NOV)","Low","0.3%","","0.2%"
"2015-12-01T05:30:00","aud","AUD Commodity Index AUD (NOV)","Low","75.6","","79.1"
"2015-12-01T05:30:00","aud","AUD RBA Commodity Index SDR (YoY) (NOV)","Low","-22.0%","","-19.8%"
"2015-12-01T06:45:00","chf","CHF Gross Domestic Product (QoQ) (3Q)","Medium","0.0%","0.2%","0.2%"
"2015-12-01T06:45:00","chf","CHF Gross Domestic Product (YoY) (3Q)","High","0.8%","0.8%","0.9%"
"2015-12-01T07:00:00","gbp","GBP BOE Financial Stability Report, Bank Stress-Test Results","Medium","","",""
"2015-12-01T08:00:00","gbp","GBP Bank of England Governor Mark Carney Holds Press Conference","Medium","","",""
"2015-12-01T08:15:00","chf","CHF Retail Sales (Real) (YoY) (OCT)","Medium","-0.8%","","0.2%"
"2015-12-01T08:30:00","chf","CHF SVME-Purchasing Managers Index (NOV)","Medium","49.7","50.8","50.7"
"2015-12-01T08:45:00","eur","EUR Markit/ADACI Italy Manufacturing PMI (NOV)","Low","54.9","54.2","54.1"
"2015-12-01T08:50:00","eur","EUR Markit France Manufacturing PMI (NOV F)","Low","50.6","50.8","50.8"
"2015-12-01T08:55:00","eur","EUR German Unemployment Change (NOV)","High","-13k","-5k","-6k"
"2015-12-01T08:55:00","eur","EUR German Unemployment Rate s.a. (NOV)","High","6.3%","6.4%","6.4%"
"2015-12-01T08:55:00","eur","EUR Markit/BME Germany Manufacturing PMI (NOV F)","Low","52.9","52.6","52.6"
"2015-12-01T09:00:00","eur","EUR Markit Eurozone Manufacturing PMI (NOV F)","Low","52.8","52.8","52.8"
"2015-12-01T09:30:00","gbp","GBP Markit UK PMI Manufacturing s.a. (NOV)","Medium","52.7","53.6","55.2"
"2015-12-01T10:00:00","eur","EUR Euro-Zone Unemployment Rate (OCT)","Medium","10.7%","10.8%","10.8%"
"2015-12-01T13:30:00","cad","CAD Gross Domestic Product (MoM) (SEP)","Medium","-0.5%","0.0%","0.1%"
"2015-12-01T13:30:00","cad","CAD Gross Domestic Product (YoY) (SEP)","High","0.0%","0.4%","0.9%"
"2015-12-01T13:30:00","cad","CAD Quarterly Gross Domestic Product Annualized (3Q)","High","2.3%","2.3%","-0.3%"
"2015-12-01T14:00:00","nzd","NZD Dairy Auction Whole Milk Powder MT (DEC 1)","High","$2260","","$2148"
"2015-12-01T14:00:00","nzd","NZD Dairy Auction Avg. Winning Price MT (DEC 1)","High","$2419","","$2345"
"2015-12-01T14:30:00","cad","CAD RBC Canadian Manufacturing PMI (NOV)","Medium","48.6","","48"
"2015-12-01T14:45:00","usd","USD Markit US Manufacturing PMI (NOV F)","Low","52.8","52.6","52.6"
"2015-12-01T15:00:00","usd","USD Construction Spending (MoM) (OCT)","Medium","1.0%","0.6%","0.6%"
"2015-12-01T15:00:00","usd","USD ISM Manufacturing (NOV)","High","48.6","50.5","50.1"
"2015-12-01T15:00:00","usd","USD ISM Prices Paid (NOV)","Medium","35.5","40","39"
"2015-12-01T17:45:00","usd","USD Fed's Evans Speaks on Economy and Policy in East Lansing","Low","","",""
"2015-12-01T20:54:00","usd","USD Domestic Vehicle Sales (NOV)","Low","14.03m","14.20m","14.14m"
"2015-12-01T20:54:00","usd","USD Total Vehicle Sales (NOV)","Low","18.12m","18.10m","18.12m"
"2015-12-01T23:50:00","jpy","JPY Monetary Base (YoY) (NOV)","Medium","32.5%","","32.5%"
"2015-12-01T23:50:00","jpy","JPY Monetary Base End of period (NOV)","Medium","¥343.7t","","¥344.4t"
"2015-12-02T00:01:00","gbp","GBP BRC Shop Price Index (YoY) (NOV)","Low","-2.1%","","-1.8%"
"2015-12-02T00:10:00","aud","AUD RBA Governor Stevens Speech in Perth","Medium","","",""
"2015-12-02T00:30:00","aud","AUD Gross Domestic Product (QoQ) (3Q)","Medium","0.9%","0.8%","0.2%"
"2015-12-02T00:30:00","aud","AUD Gross Domestic Product (YoY) (3Q)","High","2.5%","2.4%","2.0%"
"2015-12-02T01:00:00","usd","USD Fed's Brainard Speaks on Lower Neutral Rates in Stanford CA","Medium","","",""
"2015-12-02T01:30:00","jpy","JPY BOJ Iwata makes a speech in Okayama","Low","","",""
"2015-12-02T09:30:00","gbp","GBP Markit/CIPS UK Construction PMI (NOV)","Medium","55.3","58.5","58.8"
"2015-12-02T10:00:00","eur","EUR Euro-Zone Producer Price Index (MoM) (OCT)","Low","-0.3%","-0.4%","-0.4%"
"2015-12-02T10:00:00","eur","EUR Euro-Zone Producer Price Index (YoY) (OCT)","Low","-3.1%","-3.2%","-3.2%"
"2015-12-02T10:00:00","eur","EUR Euro-Zone Consumer Price Index Estimate (YoY) (NOV)","High","0.1%","0.2%","0.1%"
"2015-12-02T10:00:00","eur","EUR Euro-Zone Consumer Price Index - Core (YoY) (NOV A)","High","0.9%","1.1%","1.1%"
"2015-12-02T12:00:00","usd","USD MBA Mortgage Applications (NOV 27)","Medium","-0.2%","","-3.2%"
"2015-12-02T13:10:00","usd","USD Fed's Lockhart Speaks on U.S. Economy in Florida","Low","","",""
"2015-12-02T13:15:00","usd","USD ADP Employment Change (NOV)","Medium","217k","190k","196k"
"2015-12-02T13:30:00","usd","USD Non-Farm Productivity (3Q F)","Low","2.2%","2.2%","1.6%"
"2015-12-02T13:30:00","usd","USD Unit Labor Costs (3Q F)","Low","1.8%","1.0%","1.4%"
"2015-12-02T14:45:00","usd","USD ISM New York (NOV)","Low","60.7","58.0","65.8"
"2015-12-02T15:00:00","cad","CAD Bank of Canada Rate Decision (DEC 2)","High","0.50%","0.50%","0.50%"
"2015-12-02T15:30:00","usd","USD DOE U.S. Crude Oil Inventories (NOV 27)","Medium","1177k","-800k","961k"
"2015-12-02T15:30:00","usd","USD DOE Cushing OK Crude Inventory (NOV 27)","Low","428k","725k","1744k"
"2015-12-02T15:30:00","usd","USD DOE U.S. Gasoline Inventories (NOV 27)","Low","135k","1550k","2478k"
"2015-12-02T15:30:00","usd","USD DOE U.S. Distillate Inventory (NOV 27)","Low","3051k","500k","1046k"
"2015-12-02T16:00:00","usd","USD Fed's Yellen Speaks to the Economic Club of Washington","Medium","","",""
"2015-12-02T16:45:00","cad","CAD Economic Club of Canada Presents Mayor John Tory","Low","","",""
"2015-12-02T19:00:00","usd","USD U.S. Federal Reserve Releases Beige Book","Medium","","",""
"2015-12-02T20:40:00","usd","USD Fed's Williams Delivers Outlook Speech in Portland, Oregon","Low","","",""
"2015-12-02T21:45:00","nzd","NZD Value of All Buildings s.a. (QoQ) (3Q)","Low","0.5%","1.8%","1.6%"
"2015-12-02T22:30:00","aud","AUD AiG Performance of Service Index (NOV)","Medium","48.2","","48.9"
"2015-12-02T23:50:00","jpy","JPY Loans & Discounts Corp (YoY) (OCT)","Low","3.32%","","2.87%"
"2015-12-02T23:50:00","jpy","JPY Japan Buying Foreign Bonds (Yen) (NOV 27)","Medium","-¥156.7b","","¥409.0b"
"2015-12-02T23:50:00","jpy","JPY Japan Buying Foreign Stocks (Yen) (NOV 27)","Medium","¥52.9b","","¥341.7b"
"2015-12-02T23:50:00","jpy","JPY Foreign Buying Japan Bonds (Yen) (NOV 27)","Low","¥217.6b","","¥854.3b"
"2015-12-02T23:50:00","jpy","JPY Foreign Buying Japan Stocks (Yen) (NOV 27)","Low","-¥54.6","","¥199.0b"
"2015-12-03T00:00:00","aud","AUD HIA New Home Sales (MoM) (OCT)","Medium","-3.0%","","-4.0%"
"2015-12-03T00:30:00","aud","AUD Trade Balance (Australian dollar) (OCT)","Medium","-3305m","-2600m","-2403m"
"2015-12-03T01:35:00","jpy","JPY Nikkei Japan PMI Services (NOV)","Medium","51.6","","52.2"
"2015-12-03T01:35:00","jpy","JPY Nikkei Japan PMI Composite (NOV)","Medium","52.3","","52.3"
"2015-12-03T01:45:00","cny","CNY Caixin China PMI Composite (NOV)","Medium","50.5","","49.9"
"2015-12-03T01:45:00","cny","CNY Caixin China PMI Services (NOV)","Medium","51.2","","52.0"
"2015-12-03T06:30:00","jpy","JPY BOJ Kiuchi makes a speech in Tokyo","Low","","",""
"2015-12-03T08:45:00","eur","EUR Markit/ADACI Italy Services PMI (NOV)","Low","53.4","53.9","53.4"
"2015-12-03T08:45:00","eur","EUR Markit/ADACI Italy Composite PMI (NOV)","Low","54.3","","53.9"
"2015-12-03T08:50:00","eur","EUR Markit France Services PMI (NOV F)","Low","51.0","51.3","51.3"
"2015-12-03T08:50:00","eur","EUR Markit France Composite PMI (NOV F)","Low","51.0","51.3","51.3"
"2015-12-03T08:55:00","eur","EUR Markit Germany Services PMI (NOV F)","Low","55.6","55.6","55.6"
"2015-12-03T08:55:00","eur","EUR Markit/BME Germany Composite PMI (NOV F)","Low","55.2","54.9","54.9"
"2015-12-03T09:00:00","eur","EUR Markit Eurozone Services PMI (NOV F)","Low","54.2","54.6","54.6"
"2015-12-03T09:00:00","eur","EUR Markit Eurozone Composite PMI (NOV F)","Low","54.2","54.4","54.4"
"2015-12-03T09:30:00","gbp","GBP Official Reserves (Changes) (NOV)","Low","-$1394m","","$16m"
"2015-12-03T09:30:00","gbp","GBP Markit/CIPS UK Services PMI (NOV)","Medium","55.9","55.0","54.9"
"2015-12-03T09:30:00","gbp","GBP Markit/CIPS UK Composite PMI (NOV)","Medium","55.8","55.0","55.4"
"2015-12-03T10:00:00","eur","EUR Euro-Zone Retail Sales (MoM) (OCT)","Low","-0.1%","0.2%","-0.1%"
"2015-12-03T10:00:00","eur","EUR Euro-Zone Retail Sales (YoY) (OCT)","Medium","2.5%","2.6%","2.9%"
"2015-12-03T12:30:00","usd","USD Challenger Job Cuts (YoY) (NOV)","Low","-13.9%","","-1.3%"
"2015-12-03T12:45:00","eur","EUR European Central Bank Rate Decision (DEC 3)","High","0.05%","0.05%","0.05%"
"2015-12-03T12:45:00","eur","EUR ECB Deposit Facility Rate (DEC 3)","High","-0.30%","-0.30%","-0.20%"
"2015-12-03T12:45:00","eur","EUR ECB Marginal Lending Facility (DEC 3)","High","0.30%","0.30%","0.30%"
"2015-12-03T13:30:00","eur","EUR ECB President Draghi Speaks at Press Conference","High","","",""
"2015-12-03T13:30:00","usd","USD Fed's Mester Gives Opening Remarks at Financial Stability Conf","Low","","",""
"2015-12-03T13:30:00","usd","USD Initial Jobless Claims (NOV 28) (NOV 28)","Medium","269k","269k","260k"
"2015-12-03T13:30:00","usd","USD Continuing Claims (NOV 21) (NOV 21)","Medium","2161k","2190k","2155k"
"2015-12-03T14:45:00","usd","USD Markit US Composite PMI (NOV F)","Low","55.9","","56.1"
"2015-12-03T14:45:00","usd","USD Markit US Services PMI (NOV F)","Low","56.1","56.5","56.5"
"2015-12-03T15:00:00","usd","USD Factory Orders (OCT)","Medium","1.5%","1.4%","-0.8%"
"2015-12-03T15:00:00","usd","USD Yellen Appears Before Congressional Joint Economic Coomittee","High","","",""
"2015-12-03T15:00:00","usd","USD Factory Orders Ex Trans (OCT)","Low","0.2%","0.2%","-0.6%"
"2015-12-03T15:00:00","usd","USD Durable Goods Orders (OCT F)","Medium","2.9%","","3.0%"
"2015-12-03T15:00:00","usd","USD Durables Ex Transportation (OCT F)","Low","0.5%","","0.5%"
"2015-12-03T15:00:00","usd","USD Cap Goods Orders Nondef Ex Air (OCT F)","Low","1.3%","","1.3%"
"2015-12-03T15:00:00","usd","USD Cap Goods Ship Nondef Ex Air (OCT F)","Low","-0.5%","","-0.4%"
"2015-12-03T15:00:00","usd","USD ISM Non-Manufacturing Composite (NOV)","High","55.9","58.0","59.1"
"2015-12-03T15:30:00","usd","USD EIA Natural Gas Storage Change (NOV 27)","Low","-53","-48","9"
"2015-12-03T15:30:00","usd","USD EIA Working Natural Gas Implied Flow (NOV 27)","Low","-53","-48","9"
"2015-12-03T17:00:00","usd","USD Fed Vice Chair Fischer Speaks at Financial Stability Conference","Low","","",""
"2015-12-04T00:00:00","nzd","NZD ANZ Commodity Price (NOV)","Low","-5.6%","","7.1%"
"2015-12-04T00:30:00","aud","AUD Retail Sales s.a. (MoM) (OCT)","Medium","0.5%","0.4%","0.4%"
"2015-12-04T01:30:00","jpy","JPY Labor Cash Earnings (YoY) (OCT)","Medium","0.7%","0.5%","0.4%"
"2015-12-04T01:30:00","jpy","JPY Real Cash Earnings (YoY) (OCT)","Medium","0.4%","","0.3%"
"2015-12-04T05:00:00","jpy","JPY Consumer Confidence Index (NOV)","Low","42.6","41.7","41.5"
"2015-12-04T07:00:00","eur","EUR German Factory Orders s.a. (MoM) (OCT)","Low","1.8%","1.2%","-0.7%"
"2015-12-04T07:00:00","eur","EUR German Factory Orders n.s.a. (YoY) (OCT)","Medium","-1.4%","-2.5%","-0.7%"
"2015-12-04T08:15:00","chf","CHF Consumer Price Index (MoM) (NOV)","Low","-0.1%","0.0%","0.1%"
"2015-12-04T08:15:00","chf","CHF Consumer Price Index (YoY) (NOV)","Medium","-1.4%","-1.3%","-1.4%"
"2015-12-04T08:15:00","chf","CHF CPI EU Harmonized (MoM) (NOV)","Low","-0.3%","","0.0%"
"2015-12-04T08:15:00","chf","CHF CPI EU Harmonized (YoY) (NOV)","Medium","-1.2%","","-1.2%"
"2015-12-04T08:30:00","eur","EUR Markit Germany Construction PMI (NOV)","Medium","52.5","","51.8"
"2015-12-04T09:00:00","gbp","GBP New Car Registrations (YoY) (NOV)","Low","3.8%","","-1.1%"
"2015-12-04T09:10:00","eur","EUR Markit Germany Retail PMI (NOV)","Medium","49.6","","52.4"
"2015-12-04T09:10:00","eur","EUR Markit Eurozone Retail PMI (NOV)","Medium","48.5","","51.3"
"2015-12-04T09:10:00","eur","EUR Markit France Retail PMI (NOV)","Low","47.8","","51.9"
"2015-12-04T09:10:00","eur","EUR Markit Italy Retail PMI (NOV)","Low","47.7","","48.8"
"2015-12-04T13:30:00","usd","USD Unemployment Rate (NOV)","High","5.0%","5.0%","5.0%"
"2015-12-04T13:30:00","usd","USD Change in Non-farm Payrolls (NOV)","High","211k","200k","298k"
"2015-12-04T13:30:00","usd","USD Change in Private Payrolls (NOV)","Medium","197k","190k","304k"
"2015-12-04T13:30:00","usd","USD Change in Manufacturing Payrolls (NOV)","Low","-1k","0k","1k"
"2015-12-04T13:30:00","usd","USD Two-Month Payroll Net Revision (NOV)","Medium","35k","","12k"
"2015-12-04T13:30:00","usd","USD Average Hourly Earnings (MoM) (NOV)","Low","0.2%","0.2%","0.4%"
"2015-12-04T13:30:00","usd","USD Average Hourly Earnings (YoY) (NOV)","Medium","2.3%","2.3%","2.5%"
"2015-12-04T13:30:00","usd","USD Average Weekly Hours All Employees (NOV)","Medium","34.5","34.5","34.6"
"2015-12-04T13:30:00","usd","USD Underemployment Rate (NOV)","Medium","9.9%","9.7%","9.8%"
"2015-12-04T13:30:00","usd","USD Change in Household Employment (NOV)","Medium","244","225","320"
"2015-12-04T13:30:00","usd","USD Labor Force Participation Rate (NOV)","Low","62.5%","62.4%","62.4%"
"2015-12-04T13:30:00","usd","USD Trade Balance (OCT)","Medium","-$43.89b","-$40.50b","-$42.45b"
"2015-12-04T13:30:00","cad","CAD Unemployment Rate (NOV)","Low","7.1%","7.0%","7.0%"
"2015-12-04T13:30:00","cad","CAD Net Change in Employment (NOV)","Low","-35.7k","-10.0k","44.4k"
"2015-12-04T13:30:00","cad","CAD Full Time Employment Change (NOV)","Low","36.6","","9"
"2015-12-04T13:30:00","cad","CAD Part Time Employment Change (NOV)","Low","-72.3","","35.4"
"2015-12-04T13:30:00","cad","CAD International Merchandise Trade (Canadian dollar) (OCT)","Low","-1.70b","-2.76b","-2.32b"
"2015-12-04T13:30:00","cad","CAD Labor Productivity (QoQ) (3Q)","Low","0.1%","0.3%","-0.9%"
"2015-12-04T13:30:00","cad","CAD Participation Rate (NOV)","Low","65.8","65.9","66"
"2015-12-04T15:00:00","cad","CAD Ivey Purchasing Managers Index s.a. (NOV)","Low","63.6","53.0","53.1"
"2015-12-04T18:00:00","usd","USD Baker Hughes U.S. Rig Count (DEC 4)","Low","737","","744"
"2015-12-04T21:00:00","usd","USD Fed's Kocherlakota Speaks in Philadelphia on Renormalization","Low","","",""
"2015-11-22T11:00:00","eur","EUR ECB's Weidmann Speaks in Freiburg, Germany","Low","","",""
"2015-11-22T21:45:00","nzd","NZD Net Migration s.a. (OCT)","Low","6210","","5600"
"2015-11-23T08:00:00","eur","EUR Markit France Manufacturing PMI (NOV P)","Low","50.8","50.8","50.6"
"2015-11-23T08:00:00","eur","EUR Markit France Services PMI (NOV P)","Low","51.3","52.5","52.7"
"2015-11-23T08:00:00","eur","EUR Markit France Composite PMI (NOV P)","Low","51.3","52.5","52.6"
"2015-11-23T08:00:00","chf","CHF Money Supply M3 (YoY) (OCT)","Low","1.4%","","1.3%"
"2015-11-23T08:00:00","chf","CHF Total Sight Deposits (NOV 20)","Low","468.3","","467.7b"
"2015-11-23T08:00:00","chf","CHF Domestic Sight Deposits (NOV 20)","Low","402.7b","","401.9b"
"2015-11-23T08:30:00","eur","EUR Markit/BME Germany Manufacturing PMI (NOV P)","Medium","52.6","52.0","52.1"
"2015-11-23T08:30:00","eur","EUR Markit Germany Services PMI (NOV P)","Medium","55.6","54.4","54.5"
"2015-11-23T08:30:00","eur","EUR Markit/BME Germany Composite PMI (NOV P)","Medium","54.9","54.0","54.2"
"2015-11-23T09:00:00","eur","EUR Markit Eurozone Manufacturing PMI (NOV P)","Medium","52.8","52.3","52.3"
"2015-11-23T09:00:00","eur","EUR Markit Eurozone Services PMI (NOV P)","Medium","54.6","54.1","54.1"
"2015-11-23T09:00:00","eur","EUR Markit Eurozone Composite PMI (NOV P)","Medium","54.4","54.0","53.9"
"2015-11-23T13:30:00","usd","USD Chicago Fed Nat Activity Index (OCT)","Low","-0.04","0.08","-0.29"
"2015-11-23T14:45:00","usd","USD Markit US Manufacturing PMI (NOV P)","Medium","52.6","54","54.1"
"2015-11-23T15:00:00","usd","USD Existing Home Sales (OCT)","Low","5.36m","5.40m","5.55m"
"2015-11-23T15:00:00","usd","USD Existing Home Sales (MoM) (OCT)","Medium","-3.4%","-2.7%","4.7%"
"2015-11-23T16:30:00","usd","USD Federal Reserve Holds Discount Rate Policy Meeting","High","","",""
"2015-11-23T16:30:00","usd","USD U.S. to Sell 3-Month Bills","Low","","",""
"2015-11-23T16:30:00","usd","USD U.S. to Sell 6-Month Bills","Low","","",""
"2015-11-23T18:00:00","usd","USD U.S. to Sell 2-Year Notes","Low","","",""
"2015-11-23T22:30:00","aud","AUD ANZ Roy Morgan Weekly Consumer Confidence Index (NOV 22)","Low","114.5","","115.9"
"2015-11-24T01:35:00","jpy","JPY Nikkei Japan PMI Mfg (NOV P)","Medium","52.8","","52.4"
"2015-11-24T05:00:00","jpy","JPY Supermarket Sales (YoY) (OCT)","Low","2.8%","","2.9%"
"2015-11-24T07:00:00","eur","EUR German Gross Domestic Product s.a. (QoQ) (3Q F)","Low","0.3%","0.3%","0.3%"
"2015-11-24T07:00:00","eur","EUR German Gross Domestic Product w.d.a. (YoY) (3Q F)","Medium","1.7%","1.7%","1.7%"
"2015-11-24T07:00:00","eur","EUR German Gross Domestic Product n.s.a. (YoY) (3Q F)","Medium","1.8%","1.8%","1.8%"
"2015-11-24T07:00:00","eur","EUR German Private Consumption (3Q)","Low","0.6%","0.5%","0.1%"
"2015-11-24T07:00:00","eur","EUR German Government Spending (3Q)","Low","1.3%","0.4%","0.7%"
"2015-11-24T07:00:00","eur","EUR German Capital Investment (3Q)","Low","-0.3%","0.0%","-0.4%"
"2015-11-24T07:00:00","eur","EUR German Construction Investment (3Q)","Low","-0.3%","0.1%","-1.3%"
"2015-11-24T07:00:00","eur","EUR German Domestic Demand (3Q)","Low","0.7%","0.7%","-0.2%"
"2015-11-24T07:00:00","eur","EUR German Exports (3Q)","Low","0.2%","0.4%","1.8%"
"2015-11-24T07:00:00","eur","EUR German Imports (3Q)","Low","1.1%","1.0%","0.5%"
"2015-11-24T09:00:00","eur","EUR German IFO - Business Climate (NOV)","Medium","109.0","108.2","108.2"
"2015-11-24T09:00:00","eur","EUR German IFO - Current Assessment (NOV)","Medium","113.4","112.4","112.7"
"2015-11-24T09:00:00","eur","EUR German IFO - Expectations (NOV)","Medium","104.7","104.0","103.8"
"2015-11-24T09:05:00","aud","AUD RBA's Stevens Speech to ABE Annual Dinner","Low","","",""
"2015-11-24T09:30:00","eur","EUR ECB's Nouy, Bank of Italy's Panetta Speak at Milan Event","Low","","",""
"2015-11-24T10:00:00","gbp","GBP BOE's Carney, Haldane Testify to U.K. Treasury Committee","High","","",""
"2015-11-24T11:00:00","gbp","GBP CBI Reported Sales (NOV)","Low","7","25","19"
"2015-11-24T13:30:00","usd","USD Advance Goods Trade Balance (OCT)","Medium","-$58.411b","-$60.750b","-$59.147b"
"2015-11-24T13:30:00","usd","USD Gross Domestic Product (Annualized) (3Q S)","High","2.1%","2.1%","1.5%"
"2015-11-24T13:30:00","usd","USD Personal Consumption (3Q S)","High","3.0%","3.2%","3.2%"
"2015-11-24T13:30:00","usd","USD Gross Domestic Product Price Index (3Q S)","Medium","1.3%","1.2%","1.2%"
"2015-11-24T13:30:00","usd","USD Core Personal Consumption Expenditure (QoQ) (3Q S)","High","1.3%","1.3%","1.3%"
"2015-11-24T14:00:00","usd","USD S&P/CS 20 City s.a. (SEP)","Low","0.60%","0.30%","0.11%"
"2015-11-24T14:00:00","usd","USD S&P/Case-Shiller Composite-20 (YoY) (SEP)","Medium","5.45%","5.15%","5.13%"
"2015-11-24T14:00:00","usd","USD S&P/Case-Shiller Home Price Index (SEP)","Low","182.91","183.03","182.53"
"2015-11-24T14:00:00","usd","USD S&P/CaseShiller 20-City Index n.s.a. (SEP)","Low","0.83%","","0.41%"
"2015-11-24T14:00:00","usd","USD S&P/Case-Shiller US Home Price Index (YoY) (SEP)","Low","4.86%","","4.56%"
"2015-11-24T14:00:00","usd","USD S&P/Case-Shiller US Home Price Index (SEP)","Low","175.51","","175.22"
"2015-11-24T15:00:00","usd","USD Consumer Confidence (NOV)","High","90.4","99.5","99.1"
"2015-11-24T15:00:00","usd","USD Richmond Fed Manufacturing Index (NOV)","Low","-3","1","-1"
"2015-11-24T15:30:00","usd","USD U.S. to Sell 4-Week Bills","Low","","",""
"2015-11-24T16:30:00","usd","USD U.S. to Sell 5-Year Notes","Low","","",""
"2015-11-24T18:00:00","cad","CAD Bank of Canada's Patteron speaks in Regina","Low","","",""
"2015-11-24T23:50:00","jpy","JPY PPI Services (YoY)","Low","0.5%","0.6%","0.5%"
"2015-11-24T23:50:00","jpy","JPY BOJ Minutes for Oct 30 Meeting","Medium","","",""
"2015-11-25T00:00:00","aud","AUD Skilled Vacancies (MoM) (OCT)","Low","0.6%","","1.1%"
"2015-11-25T00:30:00","aud","AUD Construction Work Done (3Q)","Low","-3.6%","-2.0%","2.1%"
"2015-11-25T01:00:00","jpy","JPY BOJ Shirai makes a speech in Matsue","Low","","",""
"2015-11-25T01:45:00","cny","CNY Westpac-MNI Consumer Sentiment (NOV)","Low","113.1","","109.7"
"2015-11-25T05:00:00","jpy","JPY Small Business Confidence (NOV)","Medium","49.9","","48.7"
"2015-11-25T05:00:00","jpy","JPY Leading Index (SEP F)","Low","101.6","","101.4"
"2015-11-25T05:00:00","jpy","JPY Coincident Index (SEP F)","Low","112.3","","111.9"
"2015-11-25T07:00:00","chf","CHF UBS Consumption Indicator (OCT)","Medium","1.60","","1.56"
"2015-11-25T09:30:00","gbp","GBP BBA Loans for House Purchase (OCT)","Medium","45437","45500","44825"
"2015-11-25T10:20:00","aud","AUD RBA's Debelle Speech in London","Low","","",""
"2015-11-25T12:00:00","usd","USD MBA Mortgage Applications (NOV 20)","Medium","-3.2%","","6.2%"
"2015-11-25T12:00:00","gbp","GBP UK's Osborne Presents Spending Review, Autumn Statement","Medium","","",""
"2015-11-25T13:30:00","usd","USD Personal Income (OCT)","Medium","0.4%","0.4%","0.2%"
"2015-11-25T13:30:00","usd","USD Personal Spending (OCT)","Medium","0.1%","0.3%","0.1%"
"2015-11-25T13:30:00","usd","USD Real Personal Spending (OCT)","Low","0.1%","0.2%","0.1%"
"2015-11-25T13:30:00","usd","USD Personal Consumption Expenditure Deflator (MoM) (OCT)","Low","0.1%","0.2%","-0.1%"
"2015-11-25T13:30:00","usd","USD Personal Consumption Expenditure Deflator (YoY) (OCT)","Low","0.2%","0.3%","0.2%"
"2015-11-25T13:30:00","usd","USD Personal Consumption Expenditure Core (MoM) (OCT)","Medium","0.0%","0.1%","0.2%"
"2015-11-25T13:30:00","usd","USD Personal Consumption Expenditure Core (YoY) (OCT)","High","1.3%","1.4%","1.3%"
"2015-11-25T13:30:00","usd","USD Durable Goods Orders (OCT)","High","3.0%","1.7%","-0.8%"
